,paper_id,paper_title
7391,360737,Opponent Modeling in Scrabble.
7392,360738,"Sellers Competing for Buyers in Online Markets: Reserve Prices, Shill Bids, and Auction Fees."
7393,360740,Arc Consistency during Search.
7394,360741,Iterated Weaker-than-Weak Dominance.
7395,360745,Robust Human-Computer Interaction System Guiding a User by Providing Feedback.
7396,360746,A Fast Analytical Algorithm for Solving Markov Decision Processes with Real-Valued Resources.
7397,360748,Reinforcement Learning of Local Shape in the Game of Go.
7398,360749,The Effect of Restarts on the Efficiency of Clause Learning.
7399,360750,Cooperating Reasoning Processes: More than Just the Sum of Their Parts.
7400,360751,Automatic Gait Optimization with Gaussian Process Regression.
7401,360756,Semi-Supervised Learning for Multi-Component Data Classification.
7402,360757,Improving Embeddings by Flexible Exploitation of Side Information.
7403,360758,A Privacy-Sensitive Approach to Modeling Multi-Person Conversations.
7404,360759,Learning Policies for Embodied Virtual Agents through Demonstration.
7405,360760,Generalizing the Bias Term of Support Vector Machines.
7406,360763,Keep the Decision Tree and Estimate the Class Probabilities Using its Decision Boundary.
7407,360764,Efficiently Exploiting Symmetries in Real Time Dynamic Programming.
7408,360765,Logistic Regression Models for a Fast CBIR Method Based on Feature Selection.
7409,360767,A Convengent Solution to Tensor Subspace Learning.
7410,360768,Layout Analysis of Tree-Structured Scene Frames in Comic Images.
7411,360772,Constraint and Variable Ordering Heuristics for Compiling Configuration Problems.
7412,360776,Quantified Constraint Satisfaction Problems: From Relaxations to Explanations.
7413,360777,Planning under Risk and Knightian Uncertainty.
7414,360778,Marginalized Multi-Instance Kernels.
7415,360779,Phonetic Models for Generating Spelling Variants.
7416,360781,Inferring Complex Agent Motions from Partial Trajectory Observations.
7417,360782,Forward Search Value Iteration for POMDPs.
7418,360783,Color Learning on a Mobile Robot: Towards Full Autonomy under Changing Illumination.
7419,360785,Emergence of Norms through Social Learning.
7420,360787,Locality Sensitive Discriminant Analysis.
7421,360788,Incremental Learning of Perceptual Categories for Open-Domain Sketch Recognition.
7422,360789,Planning via Petri Net Unfolding.
7423,360790,Topological Value Iteration Algorithm for Markov Decision Processes.
7424,360792,Directed Graph Embedding.
7425,360793,The Role of Macros in Tractable Planning over Causal Graphs.
7426,360798,A Logic Program Characterization of Causal Theories.
7427,360800,Incompleteness and Incomparability in Preference Aggregation.
7428,360801,Detect and Track Latent Factors with Online Nonnegative Matrix Factorization.
7429,360802,A Game-Theoretic Analysis of Strictly Competitive Multiagent Scenarios.
7430,360803,Multi-issue Negotiation Protocol for Agents: Exploring Nonlinear Utility Spaces.
7431,360806,Distance Constraints in Constraint Satisfaction.
7432,360807,Automatic Acquisition of Context-Specific Lexical Paraphrases.
7433,360808,Automatic Verification of Knowledge and Time with NuSMV.
7434,360809,Machine Learning for On-Line Hardware Reconfiguration.
7435,360816,A Logical Framework for Modularity of Ontologies.
7436,360818,Predicting and Preventing Coordination Problems in Cooperative Q-learning Systems.
7437,360819,Dynamic Weighting A* Search-Based MAP Algorithm for Bayesian Networks.
7438,360821,Tractable Temporal Reasoning.
7439,360826,Improving Author Coreference by Resource-Bounded Information Gathering from the Web.
7440,360827,A Predictive Approach to Help-Desk Response Generation.
7441,360828,Optimal Soft Arc Consistency.
7442,360829,The Value of Observation for Monitoring Dynamic Systems.
7443,360830,Learning to Walk through Imitation.
7444,360831,Structure Inference for Bayesian Multisensory Perception and Tracking.
7445,360833,Using Focal Point Learning to Improve Tactic Coordination in Human-Machine Interactions.
7446,360837,On Mining Closed Sets in Multi-Relational Data.
7447,360842,The Ins and Outs of Critiquing.
7448,360843,Quality Guarantees on k-Optimal Solutions for Distributed Constraint Optimization Problems.
7449,360845,"Topological Mapping through Distributed, Passive Sensors."
7450,360847,Characterizing the NP-PSPACE Gap in the Satisfiability Problem for Modal Logic.
7451,360848,The Fringe-Saving A* Search Algorithm - A Feasibility Study.
7452,360849,Efficient HPSG Parsing with Supertagging and CFG-Filtering.
7453,360851,Graph-Based Semi-Supervised Learning as a Generative Model.
7454,360854,Dynamic Interactions between Goals and Beliefs.
7455,360855,A Tighter Error Bound for Decision Tree Learning Using PAC Learnability.
7456,360858,Kernel Carpentry for Online Regression Using Randomly Varying Coefficient Model.
7457,360859,Dynamic Mixture Models for Multiple Time-Series.
7458,360860,Evaluating a Decision-Theoretic Approach to Tailored Example Selection.
7459,360861,Diagnosability Testing with Satisfiability Algorithms.
7460,360866,Generalizing Temporal Controllability.
7461,360867,Learning Semantic Descriptions of Web Information Sources.
7462,360869,Factored Planning Using Decomposition Trees.
7463,360870,Mechanism Design with Partial Revelation.
7464,360872,Deictic Option Schemas.
7465,360874,General Game Learning Using Knowledge Transfer.
7466,360875,Extracting and Visualizing Trust Relationships from Online Auction Feedback Comments.
7467,360876,Completing Description Logic Knowledge Bases Using Formal Concept Analysis.
7468,360877,"Backtracking Procedures for Hypertree, HyperSpread and Connected Hypertree Decomposition of CSPs."
7469,360878,Building Portable Options: Skill Transfer in Reinforcement Learning.
7470,360879,Graph Decomposition for Efficient Multi-Robot Path Planning.
7471,360880,Ambiguous Part-of-Speech Tagging for Improving Accuracy and Domain Portability of Syntactic Parsers.
7472,360881,Fast Algorithm for Connected Row Convex Constraints.
7473,360882,Best-First Utility-Guided Search.
7474,360883,Computational Aspects of Analyzing Social Network Dynamics.
7475,360885,Routing Mediators.
7476,360886,Relational Knowledge with Predictive State Representations.
7477,360890,Concept Sampling: Towards Systematic Selection in Large-Scale Mixed Concepts in Machine Learning.
7478,360895,Formal Trust Model for Multiagent Systems.
7479,360898,Compiling Bayesian Networks Using Variable Elimination.
7480,360899,A Scalable Kernel-Based Algorithm for Semi-Supervised Metric Learning.
7481,360907,Qualitative Temporal Reasoning about Vague Events.
7482,360908,Diagnosers and Diagnosability of Succinct Transition Systems.
7483,360911,Bidding Languages and Winner Determination for Mixed Multi-unit Combinatorial Auctions.
7484,360912,Efficient and Robust Independence-Based Markov Network Structure Discovery.
7485,360913,Inferring Long-term User Properties Based on Users' Location History.
7486,360914,Fast (Incremental) Algorithms for Useful Classes of Simple Temporal Problems with Preferences.
7487,360916,ProbLog: A Probabilistic Prolog and Its Application in Link Discovery.
7488,360917,Bayesian Inverse Reinforcement Learning.
7489,360918,An Efficient Protocol for Negotiation over Multiple Indivisible Resources.
7490,360919,Combining Topological and Directional Information for Spatial Reasoning.
7491,360920,Incremental Mechanism Design.
7492,360925,Grounding for Model Expansion in k-Guarded Formulas with Inductive Definitions.
7493,360926,Using the Probabilistic Logic Programming Language P-log for Causal and Counterfactual Reasoning and Non-Naive Conditioning.
7494,360929,Complexity of Pure Equilibria in Bayesian Games.
7495,360935,Optimizing Classifier Performance in Word Sense Disambiguation by Redefining Sense Classes.
7496,360937,Memory-Bounded Dynamic Programming for DEC-POMDPs.
7497,360942,Stable Biclustering of Gene Expression Data with Nonnegative Matrix Factorizations.
7498,360943,Dances with Words.
7499,360944,Scalable Diagnosability Checking of Event-Driven Systems.
7500,360951,Towards Efficient Computation of Error Bounded Solutions in POMDPs: Expected Value Approximation and Dynamic Disjunctive Beliefs.
7501,360954,Managing Domain Knowledge and Multiple Models with Boosting.
7502,360957,Is the Turing Test Good Enough? The Fallacy of Resource-Unbounded Intelligence.
7503,360960,Information-Theoretic Approaches to Branching in Search.
7504,360961,Planning for Temporally Extended Goals as Propositional Satisfiability.
7505,360964,Optimistic Active-Learning Using Mutual Information.
7506,360965,Nogood Recording from Restarts.
7507,360967,ItemRank: A Random-Walk Based Scoring Algorithm for Recommender Engines.
7508,360968,Using a Mobile Robot for Cognitive Mapping.
7509,360969,On Natural Language Processing and Plan Recognition.
7510,360973,RoxyBot-06: An (SAA)2 TAC Travel Agent.
7511,360974,"Models of Searching and Browsing: Languages, Studies, and Application."
7512,360980,Learning from Partial Observations.
7513,360981,A Fully Connectionist Model Generator for Covered First-Order Logic Programs.
7514,360987,Loopy SAM.
7515,360988,Incremental Construction of Structured Hidden Markov Models.
7516,360989,An Axiomatic Approach to Personalized Ranking Systems.
7517,360990,Natural Language Query Recommendation in Conversation Systems.
7518,360991,Extracting Chatbot Knowledge from Online Discussion Forums.
7519,360992,Sharing the Road: Autonomous Vehicles Meet Human Drivers.
7520,360993,An Adaptive Context-Based Algorithm for Term Weighting: Application to Single-Word Question Answering.
7521,360994,Entailment Semantics for Rules with Priorities.
7522,360996,Gossip-Based Aggregation of Trust in Decentralized Reputation Systems.
7523,360997,Logical Circuit Filtering.
7524,360999,An Action Description Language for Iterated Belief Change.
7525,361000,Waiting and Relocation Strategies in Online Stochastic Vehicle Routing.
7526,361001,Efficient Planning of Informative Paths for Multiple Robots.
7527,361003,Face Recognition via the Overlapping Energy Histogram.
7528,361005,"Multi-Winner Elections: Complexity of Manipulation, Control and Winner-Determination."
7529,361006,Dealing with Perception Errors in Multi-Robot System Coordination.
7530,361011,Symmetric Component Caching.
7531,361013,An Analysis of the Use of Tags in a Blog Recommender System.
7532,361016,Conservative Extensions in Expressive Description Logics.
7533,361017,Qualitative Spatial and Temporal Reasoning: Efficient Algorithms for Everyone.
7534,361018,MB-DPOP: A New Memory-Bounded Algorithm for Distributed Optimization.
7535,361019,Building Structure into Local Search for SAT.
7536,361021,A Decision-Theoretic Model of Assistance.
7537,361022,Probabilistic Go Theories.
7538,361023,Transfer Learning in Real-Time Strategy Games Using Hybrid CBR/RL.
7539,361025,OSS: A Semantic Similarity Function based on Hierarchical Ontologies.
7540,361027,Unsupervised Discretization Using Kernel Density Estimation.
7541,361030,Coalitional Bargaining with Agent Type Uncertainty.
7542,361031,Identifying Expressions of Opinion in Context.
7543,361033,Instace-Based AMN Classification for Improved Object Recognition in 2D and 3D Laser Range Data.
7544,361039,A Dynamic Approach for MPE and Weighted MAX-SAT.
7545,361042,Spiteful Bidding in Sealed-Bid Auctions.
7546,361045,State Space Search for Risk-Averse Agents.
7547,361047,Non-monotonic Temporal Logics for Goal Specification.
7548,361048,AEMS: An Anytime Online Search Algorithm for Approximate Policy Refinement in Large POMDPs.
7549,361049,A Study of Residual Supports in Arc Consistency.
7550,361052,Contextual Default Reasoning.
7551,361054,Multipotential Games.
7552,361056,Efficient Bayesian Task-Level Transfer Learning.
7553,361057,Word Sense Disambiguation with Spreading Activation Networks Generated from Thesauri.
7554,361058,Operator Component Matrix Model for IMP Program Diagnosis.
7555,361059,Exploiting Inference Rules to Compute Lower Bounds for MAX-SAT Solving.
7556,361063,Bayesian Tensor Inference for Sketch-Based Facial Photo Hallucination.
7557,361064,Effective Control Knowledge Transfer through Learning Skill and Representation Hierarchies.
7558,361066,Semi-Supervised Learning of Attribute-Value Pairs from Product Descriptions.
7559,361068,Neighborhood MinMax Projections.
7560,361070,Detecting Changes in Unlabeled Data Streams Using Martingale.
7561,361072,Conjunctive Query Answering for the Description Logic SHIQ.
7562,361073,Simple Training of Dependency Parsers via Structured Boosting.
7563,361074,Constructing New and Better Evaluation Measures for Machine Learning.
7564,361075,Automated Design of Multistage Mechanisms.
7565,361076,Hierarchical Multi-channel Hidden Semi Markov Models.
7566,361078,Characterizing Solution Concepts in Games Using Knowledge-Based Programs.
7567,361079,On Modeling Multiagent Task Scheduling as a Distributed Constraint Optimization Problem.
7568,361081,Interactive Clustering of Text Collections According to a User-Specified Criterion.
7569,361082,Ranking Alternatives on the Basis of Generic Constraints and Examples - A Possibilistic Approach.
7570,361089,Avoidance of Model Re-Induction in SVM-Based Feature Selection for Text Categorization.
7571,361090,Constraint Partitioning for Solving Planning Problems with Trajectory Constraints and Goal Preferences.
7572,361094,A Primitive Based Generative Model to Infer Timing Information in Unpartitioned Handwriting Data.
7573,361099,Training Conditional Random Fields Using Virtual Evidence Boosting.
7574,361100,Towards an Integration of Golog and Planning.
7575,361103,Learning and Multiagent Reasoning for Autonomous Agents.
7576,361107,A General Framework for Scheduling in a Stochastic Environment.
7577,361108,Semantic Smoothing of Document Models for Agglomerative Clustering.
7578,361111,Learning Question Paraphrases for QA from Encarta Logs.
7579,361112,Query-Driven Constraint Acquisition.
7580,361113,Generalized Additive Bayesian Network Classifiers.
7581,361114,Ensembles of Partially Trained SVMs with Multiplicative Updates.
7582,361115,Domain Independent Approaches for Finding Diverse Plans.
7583,361118,Fast Incremental Square Root Information Smoothing.
7584,361120,Locating Complex Named Entities in Web Text.
7585,361121,Exploiting Image Contents in Web Search.
7586,361123,Utile Distinctions for Relational Reinforcement Learning.
7587,361124,Planning with Goal Utility Dependencies.
7588,361127,A Lattice-Based Approach to Computing Warranted Beliefs in Skeptical Argumentation Frameworks.
7589,361129,Quantified Coalition Logic.
7590,361130,Complexity Results for Checking Equivalence of Stratified Logic Programs.
7591,361131,Protein Quaternary Fold Recognition Using Conditional Graphical Models.
7592,361133,A New Perspective on Stable Models.
7593,361135,Case-Based Techniques Used for Dialogue Understanding and Planning in a Human-Robot Dialogue System.
7594,361139,Truthful Risk-Managed Combinatorial Auctions.
7595,361141,Boosting Kernel Discriminant Analysis and Its Application on Tissue Classification of Gene Expression Data.
7596,361142,Determining Expert Profiles (With an Application to Expert Finding).
7597,361143,Formalizing Communication Protocols for Multiagent Systems.
7598,361145,Document Summarization Using Conditional Random Fields.
7599,361146,Hierarchical Diagnosis of Multiple Faults.
7600,361150,Common Sense Based Joint Training of Human Activity Recognizers.
7601,361152,Towards Runtime Behavior Adaptation for Embodied Characters.
7602,361155,The Logic Behind Weighted CSP.
7603,361158,Local Search for Balanced Submodular Clusterings.
7604,361159,PC-DPOP: A New Partial Centralization Algorithm for Distributed Optimization.
7605,361161,Parametric Kernels for Sequence Data Analysis.
7606,361168,On the Logic of Normative Systems.
7607,361172,Coalitions in Action Logic.
7608,361173,Exploiting Known Taxonomies in Learning Overlapping Concepts.
7609,361174,EQL-Lite: Effective First-Order Query Processing in Description Logics.
7610,361175,Multi-Dimensional Bid Improvement Algorithm for Simultaneous Auctions.
7611,361180,A Framework for Decentralized Qualitative Model-Based Diagnosis.
7612,361181,Exploiting Independence in a Decentralised and Incremental Approach of Diagnosis.
7613,361182,Belief Change Based on Global Minimisation.
7614,361185,State Similarity Based Approach for Improving Performance in RL.
7615,361186,Conditional Constraint Satisfaction: Logical Foundations and Complexity.
7616,361187,A Dual-Pathway Neural Network Model of Control Relinquishment in Motor Skill Learning.
7617,361188,Some Effects of a Reduced Relational Vocabulary on the Whodunit Problem.
7618,361191,Observation Reduction for Strong Plans.
7619,361194,Named Entity Translation with Web Mining and Transliteration.
7620,361197,Winner Determination in Sequential Majority Voting.
7621,361200,Enhancing MAS Cooperative Search Through Coalition Partitioning.
7622,361201,Modelling Well-Structured Argumentation Lines.
7623,361203,An Extension to Conformant Planning Using Logic Programming.
7624,361204,A Faithful Integration of Description Logics with Logic Programming.
7625,361205,Expectation Failure as a Basis for Agent-Based Model Diagnosis and Mixed Initiative Model Adaptation during Anomalous Plan Execution.
7626,361206,Co-Localization from Labeled and Unlabeled Data Using Graph Laplacian.
7627,361208,Automated Benchmark Model Generators for Model-Based Diagnostic Inference.
7628,435945,Fast nonlinear regression via eigenimages applied to galactic morphology.
7629,435946,ADtrees for Fast Counting and for Fast Learning of Association Rules.
7630,435948,Visual Classification: An Interactive Approach to Decision Tree Construction.
7631,435949,Learning First Order Logic Rules with a Genetic Algorithm.
7632,435951,CCCS: a top-down associative classifier for imbalanced class distribution.
7633,435952,A Statistical Theory for Quantitative Association Rules.
7634,435953,An Efficient Algorithm to Update Large Itemsets with Early Pruning.
7635,435954,Sequential PAttern mining using a bitmap representation.
7636,435955,Adaptive duplicate detection using learnable string similarity measures.
7637,435957,Random projection in dimensionality reduction: applications to image and text data.
7638,435959,Topics in 0--1 data.
7639,435960,Robust information-theoretic clustering.
7640,435961,An iterative hypothesis-testing strategy for pattern discovery.
7641,435962,A Classification-Based Methodology for Planning Audit Strategies in Fraud Detection.
7642,435967,Cross channel optimized marketing by reinforcement learning.
7643,435968,A generalized maximum entropy approach to bregman co-clustering and matrix approximation.
7644,435969,An iterative method for multi-class cost-sensitive learning.
7645,435970,Generative model-based clustering of directional data.
7646,435971,Outlier detection by active learning.
7647,435972,Model-based overlapping clustering.
7648,435975,Deriving quantitative models for correlation clusters.
7649,435980,Discovery of Actionable Patterns in Databases: The Action Hierarchy Approach.
7650,435981,Global distance-based segmentation of trajectories.
7651,435982,User Profiling in Personalization Applications Through Rule Discovery and Validation.
7652,435983,Detecting outliers using transduction and statistical testing.
7653,435987,Architecting a knowledge discovery engine for military commanders utilizing massive runs of simulations.
7654,435988,Depth first generation of long patterns.
7655,435989,A probabilistic framework for semi-supervised clustering.
7656,435991,Evaluating the novelty of text-mined rules using lexical knowledge.
7657,435998,Using randomized response techniques for privacy-preserving data mining.
7658,436006,Automating exploratory data analysis for efficient data mining.
7659,436007,On demand classification of data streams.
7660,436010,Frequent term-based text clustering.
7661,436011,On privacy preservation against adversarial data mining.
7662,436015,Horting Hatches an Egg: A New Graph-Theoretic Approach to Collaborative Filtering.
7663,436018,A theoretical framework for learning from a pool of disparate data sources.
7664,436020,Exploiting unlabeled data in ensemble methods.
7665,436022,Density-Based Indexing for Approximate Nearest-Neighbor Queries.
7666,436024,MARK: a boosting algorithm for heterogeneous kernel models.
7667,436026,Independence Diagrams: A Technique for Visual Data Mining.
7668,436029,Visualization and interactive feature selection for unsupervised data.
7669,436030,The Quest Data Mining System.
7670,436035,Applying Data Mining and Machine Learning Techniques to Submarine Intelligence Analysis.
7671,436036,Recovering latent time-series from their observed sums: network tomography with particle filters.
7672,436040,Golden Path Analyzer: using divide-and-conquer to cluster Web clickstreams.
7673,436041,Interactive path analysis of web site traffic.
7674,436042,Partial Classification Using Association Rules.
7675,436044,TiVo: making show recommendations using a distributed collaborative filtering architecture.
7676,436046,An adaptive nearest neighbor search for a parts acquisition ePortal.
7677,436047,Fast ordering of large categorical datasets for better visualization.
7678,436048,Scalable robust covariance and correlation estimates for data mining.
7679,436050,CLOUDS: A Decision Tree Classifier for Large Datasets.
7680,436051,Mining high dimensional data for classifier knowledge.
7681,436053,Towards an effective cooperation of the user and the computer for classification.
7682,436055,On the potential of domain literature for clustering and Bayesian network learning.
7683,436058,Query-time entity resolution.
7684,436064,"The ""DGX"" distribution for mining massive, skewed data."
7685,436065,Style mining of electronic messages for multiple authorship discrimination: first results.
7686,436066,Column-generation boosting methods for mixture of kernels.
7687,436067,A Linear Method for Deviation Detection in Large Databases.
7688,436073,Exploiting Background Knowledge in Automated Discovery.
7689,436077,Using a Hybrid Neural/Expert System for Data Base Mining in Market Survey Data.
7690,436082,Scaling Clustering Algorithms to Large Databases.
7691,436087,Learning to match and cluster large high-dimensional data sets for data integration.
7692,436088,A data mining framework for optimal product selection in retail supermarket data: the generalized PROFSET model.
7693,436090,Using Association Rules for Product Assortment Decisions: A Case Study.
7694,436091,Understanding captions in biomedical publications.
7695,436093,Fast window correlations over uncooperative time series.
7696,436097,Efficient data reduction with EASE.
7697,436098,Parallel mining of closed sequential patterns.
7698,436101,"Informed knowledge discovery: using prior knowledge in discovery programs (invited talk, abstract only)."
7699,436102,Capacity and Complexity Control in Predicting the Spread Between Borrowing and Lending Interest Rates.
7700,436103,Model compression.
7701,436104,Hancock: a language for extracting signatures from data streams.
7702,436105,DualMiner: a dual-pruning algorithm for itemsets with constraints.
7703,436106,Limits on Learning Machine Accuracy Imposed by Data Quality.
7704,436108,Giga-Mining.
7705,436109,Out-of-core frequent pattern mining on a commodity PC.
7706,436110,Information Mining Platforms: An Infrastructure for KDD Rapid Deployment.
7707,436111,Data mining criteria for tree-based regression and classification.
7708,436112,Visualization and the process of modeling: a cognitive-theoretic view.
7709,436113,Towards Automated Synthesis of Data Mining Programs.
7710,436114,Predicting customer shopping lists from point-of-sale purchase data.
7711,436115,Intelligent Instruments: Discovering How to Turn Spectral Data into Information.
7712,436118,Discovery net: towards a grid of knowledge discovery.
7713,436119,A general probabilistic framework for clustering individuals and objects.
7714,436121,Visualization of navigation patterns on a Web site using model-based clustering.
7715,436122,Adversarial classification.
7716,436125,Mining rank-correlated sets of numerical attributes.
7717,436128,Probabilistic discovery of time series motifs.
7718,436130,Discovering similar patterns in time series.
7719,436133,Belief state approaches to signaling alarms in surveillance systems.
7720,436134,Scalable discovery of hidden emails from large folders.
7721,436135,Variable latent semantic indexing.
7722,436137,Identifying prospective customers.
7723,436138,Making holistic schema matching robust: an ensemble approach.
7724,436139,Mining citizen science data to predict orevalence of wild bird species.
7725,436140,Data quality through knowledge engineering.
7726,436145,Extracting semantics from data cubes using cube transversals and closures.
7727,436149,Estimating business targets.
7728,436151,A general approach to incorporate data quality matrices into data mining algorithms.
7729,436152,Data mining challenges in the automotive domain.
7730,436153,Locating secret messages in images.
7731,436155,Bayesian Networks for Lossless Dataset Compression.
7732,436157,Translation-invariant mixture models for curve clustering.
7733,436158,Rough Sets Similarity-Based Learning from Databases.
7734,436160,Pattern discovery in sequences under a Markov assumption.
7735,436161,Mining and summarizing customer reviews.
7736,436162,Fully automatic cross-associations.
7737,436163,Estimating the global pagerank of web communities.
7738,436165,Mining Multivariate Time-Series Sensor Data to Discover Behavior Envelopes.
7739,436166,Probabilistic Modeling for Information Retrieval with Unsupervised Training Data.
7740,436167,Alpha seeding for support vector machines.
7741,436168,Learning Arbiter and Combiner Trees from Partitioned Data for Scaling Machine Learning.
7742,436170,Sharing Learned Models among Remote Database Partitions by Local Meta-Learning.
7743,436171,Finding Frequent Substructures in Chemical Compounds.
7744,436172,Toward Scalable Learning with Non-Uniform Class and Cost Distributions: A Case Study in Credit Card Fraud Detection.
7745,436174,Finding recent frequent itemsets adaptively over online data streams.
7746,436175,Parallel computation of high dimensional robust correlation and covariance matrices.
7747,436177,Large Scale Data Mining: Challenges and Responses.
7748,436178,CVS: a Correlation-Verification based Smoothing technique on information retrieval and term clustering.
7749,436179,A general model for clustering binary data.
7750,436183,An Interactive Visualization Environment for Data Exploration.
7751,436186,LIPED: HMM-based life profiles for adaptive event detection.
7752,436187,Co-clustering documents and words using bipartite spectral graph partitioning.
7753,436188,PVA: a self-adaptive personal view agent system.
7754,436189,Kernel k-means: spectral clustering and normalized cuts.
7755,436191,A fast kernel-based multilevel algorithm for graph clustering.
7756,436192,A Bayesian network classifier with inverse tree structure for voxelwise magnetic resonance image analysis.
7757,436194,NeMoFinder: dissecting genome-wide protein-protein interactions with meso-scale network motifs.
7758,436195,Enhanced word clustering for hierarchical text classification.
7759,436196,A new two-phase sampling based algorithm for discovering association rules.
7760,436197,Information-theoretic co-clustering.
7761,436199,Data mining techniques for optimizing inventories for electronic commerce.
7762,436201,A spectral method to separate disconnected and nearly-disconnected web graph components.
7763,436203,Orthogonal nonnegative matrix t-factorizations for clustering.
7764,436205,GESS: a scalable similarity-join algorithm for mining large data sets in high dimensional spaces.
7765,436208,Entropy-based Subspace Clustering for Mining Numerical Data.
7766,436210,IncSpan: incremental mining of sequential patterns in large database.
7767,436211,Analyzing the Benefits of Domain Knowledge in Substructure Discovery.
7768,436213,SECRET: a scalable linear regression tree algorithm.
7769,436214,Maintenance of Discovered Knowledge: A Case in Multi-Level Association Rules.
7770,436221,FlexiMine - A Flexible Platform for KDD Research and Application Construction.
7771,436222,Designing Neural Networks from Statistical Models: A New Approach to Data Exploration.
7772,436223,Instability of decision tree classification algorithms.
7773,436227,An approach to spacecraft anomaly detection problem using kernel feature space.
7774,436233,Data selection for support vector machine classifiers.
7775,436235,Proximal support vector machine classifiers.
7776,436236,Explicitly representing expected cost: an alternative to ROC representation.
7777,436239,Rule extraction from linear support vector machines.
7778,436240,Applications of sampling and fractional factorial designs to model-free data squashing.
7779,436242,Empirical bayes screening for multi-item associations.
7780,436244,A Fast Computer Intrusion Detection Algorithm Based on Hypothesis Testing of Command Transition Probabilities.
7781,436247,Squashing Flat Files Flatter.
7782,436248,Trajectory Clustering with Mixtures of Regression Models.
7783,436253,SEWeP: using site semantics and a taxonomy to enhance the Web personalization process.
7784,436254,Improving Scalability in a Scientific Discovery System by Exploiting Parallelism.
7785,436255,Inverted matrix: efficient discovery of frequent items in large datasets in the context of interactive mining.
7786,436263,"Tina Eliassi-Rad, Terence Critchlow, Ghaleb Abdulla."
7787,436266,Discovering significant OPSM subspace clusters in massive gene expression data.
7788,436268,Consistent bipartite graph co-partitioning for star-structured high-order heterogeneous data co-clustering.
7789,436270,Data mining with sparse grids using simplicial basis functions.
7790,436271,A Guided Tour through the Data Mining Jungle.
7791,436275,Algorithms for Characterization and Trend Detection in Spatial Databases.
7792,436276,Mining the stock market (extended abstract): which measure is best?
7793,436277,A microeconomic data mining problem: customer-oriented catalog segmentation.
7794,436279,"Web site mining: a new way to spot competitors, customers and suppliers in the world wide web."
7795,436281,A Density-Based Algorithm for Discovering Clusters in Large Spatial Databases with Noise.
7796,436283,Density-Connected Sets and their Application for Trend Detection in Spatial Databases.
7797,436285,A Database Interface for Clustering in Large Spatial Databases.
7798,436287,A component-based framework for knowledge discovery in bioinformatics.
7799,436288,Price prediction and insurance for online auctions.
7800,436290,Funnel report mining for the MSN network.
7801,436291,Online novelty detection on temporal sequences.
7802,436295,Dimension induced clustering.
7803,436297,Fragments of order.
7804,436298,Data Mining with Sparse and Simplified Interaction Selection.
7805,436300,Fast discovery of connection subgraphs.
7806,436301,Algorithms for discovering bucket orders from data.
7807,436302,Reverse testing: an efficient framework to select amongst classifiers under sample selection bias.
7808,436303,Deriving marketing intelligence from online discussion.
7809,436305,"Available Technology for Discovering Causal Models, Building Bayes Nets, and Selecting Predictors: The TETRAD II Program."
7810,436307,Scaling multi-class support vector machines using inter-class confusion.
7811,436308,"The Application of AdaBoost for Distributed, Scalable and On-Line Learning."
7812,436309,Mining tree queries in a graph.
7813,436310,Tumor cell identification using features rules.
7814,436314,Creating social networks to improve peer-to-peer networking.
7815,436315,Restructuring Databases for Knowledge Discovery by Consolidation and Link Formation.
7816,436316,Combining Data Mining and Machine Learning for Effective User Profiling.
7817,436317,Non-redundant clustering with conditional ensembles.
7818,436318,Activity Monitoring: Noticing Interesting Changes in Behavior.
7819,436320,KDD for Science Data Analysis: Issues and Examples.
7820,436322,Knowledge Discovery and Data Mining: Towards a Unifying Framework.
7821,436323,On the Efficient Gathering of Sufficient Statistics for Classification from Large SQL Databases.
7822,436326,Initialization of Iterative Refinement Clustering Algorithms.
7823,436327,Coactive Learning for Distributed Data Mining.
7824,436330,Mining in the Presence of Selectivity Bias and its Application to Reject Inference.
7825,436333,Text mining (workshop session - title only).
7826,436335,Data Mining and Tree-Based Optimization.
7827,436336,Maximal Association Rules: A New Tool for Mining for Keyword Co-Occurrences in Document Collections.
7828,436338,Knowledge Discovery in Textual Databases (KDT).
7829,436339,Correlating synchronous and asynchronous data streams.
7830,436340,Mining Associations in Text in the Presence of Background Knowledge.
7831,436341,Wavelet synopsis for data streams: minimizing non-euclidean error.
7832,436342,Visualization Techniques to Explore Data Mining Results for Document Collections.
7833,436343,Unweaving a web of documents.
7834,436344,A framework for specifying explicit bias for revision of approximate information extraction rules.
7835,436356,Quantifying trends accurately despite classifier error and class imbalance.
7836,436358,Finding similar files in large document repositories.
7837,436360,Pragmatic text mining: minimizing human effort to quantify many issues in call logs.
7838,436364,Experiments with random projections for machine learning.
7839,436365,Deep Knowledge Discovery from Natural Language Texts.
7840,436367,Integrating and Mining Distributed Customer Databases.
7841,436368,Empirical Bayesian data mining for discovering patterns in post-marketing drug safety.
7842,436373,RuleViz: a model for visualizing knowledge discovery process.
7843,436375,DBMiner: A System for Mining Knowledge in Large Relational Databases.
7844,436376,Mining Segment-Wise Periodic Patterns in Time-Related Databases.
7845,436378,FreeSpan: frequent pattern-projected sequential pattern mining.
7846,436380,Clustering spatial data using random walks.
7847,436383,Discriminant Adaptive Nearest Neighbor Classification.
7848,436385,Discovering complex matchings across web query interfaces: a correlation mining approach.
7849,436386,Graphical models for data mining.
